Index,Text
Lecture6_Chunk77,"palindrome? And I'm going to think about it recursively, and that's actually pretty easy. If it's
either 0 or 1 long, it's a palindrome. Otherwise you could think about having an index at each
end of this thing and sort of counting into the middle, but it's much easier to say take the two at
the end, if they're the same, then check to see what's left in the middle is a palindrome, and if
those two properties are true, I'm done. And notice what I just did I nicely reduced a bigger"
Lecture6_Chunk78,"those two properties are true, I'm done. And notice what I just did I nicely reduced a bigger
problem to a slightly smaller problem. It's exactly what I want to do.
OK? So it says to check is this, I'm going to reduce it to just the string of characters, and then
I'm going to check if that's a palindrome by pulling those two off and checking to see they're
the same, and then checking to see if the middle is itself a palindrome. How would I write it?"
Lecture6_Chunk79,"the same, and then checking to see if the middle is itself a palindrome. How would I write it?
I'm going to create a procedure up here, isPalindrome. I'm going to have inside of it two
internal procedures that do the work for me. The first one is simply going to reduce this to all
lowercase with no spaces. And notice what I can do because s is a string of characters. I can
use the built in string method lower, so there's that dot notation, s.lower. It says. apply the"
Lecture6_Chunk80,"use the built in string method lower, so there's that dot notation, s.lower. It says. apply the
method lower to a string. I need an open and close per end to actually call that procedure, and
that will mutate s to just be all lowercase.
And then I'm going to run a little loop, I'll set up answer or ans to be an empty string, and then,
for everything inside that mutated string, I'll simply say, if it's inside this string, if it's a letter,"
Lecture6_Chunk81,"add it into answer. If it's a space or comma or something else I'll ignore it, and when I'm done
just return answer, strips it down to lowercase. And then I'm going to pass that into isPal which
simply says, if this is either 0 or 1 long, it's a palindrome, returned true. Otherwise, check to
see that the first and last element of the string are the same, notice the indexing to get into the
last element, and similarly just slice into the string, ignoring the first and last element, and ask"
Lecture6_Chunk82,"last element, and similarly just slice into the string, ignoring the first and last element, and ask
is that a palindrome. And then just call it, and that will do it. And again there's a nice example
of that in the code I'm not going to run it, I'll let you just go look at it, but it will actually pull out
something that checks, is this a palindrome.
Notice again, what I'm doing here. I'm doing divide-and-conquer. I'm taking a problem"
Lecture6_Chunk83,"Notice again, what I'm doing here. I'm doing divide-and-conquer. I'm taking a problem
reducing it, I keep saying this, to a simpler version of the same problem. Keep unwinding it till I
get down to something I can solve directly, my base case and I'm done. And that's really the
heart of thinking about recursive solutions to problems. I would hope that one of the things I
remember, besides my really lousy patter up here, is the idea of Towers of Hanoi, because to"
Lecture6_Chunk84,"remember, besides my really lousy patter up here, is the idea of Towers of Hanoi, because to
me it's one of the nicest examples of a problem that would be hard to solve iteratively, but
when you see the recursive solution is pretty straightforward. Keep that in mind as you think
about doing recursion.
OK, let's switch gears, and let's talk very briefly about another kind of data type called a
dictionary. And the idea of a dictionary I'm going to motivate with a simple example. There's a"
Lecture6_Chunk85,"dictionary. And the idea of a dictionary I'm going to motivate with a simple example. There's a
quiz coming up on Thursday. I know you don't want to hear that, but there is, which means
we're going to be recording grades. And so imagine I wanted to build a little database just to
keep track of grades of students. So one of the ways I could do it, I could create a list with the
names of the students, I could create another list with their grades, and a third list with the"
Lecture6_Chunk86,"names of the students, I could create another list with their grades, and a third list with the
actual subject or course from which they got that great. I keep a separate list for each one of
them, keep them of the same length, and in essence, what I'm doing here is I'm storing
information at the same index in each list. So Ana, who's going to have to take the class again,
gets a B, John, who's created the class, gets an A plus, Sorry Ana, John's had a longer time at
it."
Lecture6_Chunk87,"gets a B, John, who's created the class, gets an A plus, Sorry Ana, John's had a longer time at
it.
All right, bad jokes aside, what I'm doing is I can imagine just creating lists. I could create lists
of lists, but a simple way is to do lists where basically at each index I've got associated
information. It's a simple way to deal with it. Getting a grade out takes a little bit of work
because if I want to get the grade associated with a particular student, what would I do? I"
Lecture6_Chunk88,"because if I want to get the grade associated with a particular student, what would I do? I
would go into the name list and use the method index, which you've seen before, again notice
the dot notation it says, this is a list, use the index method, call it on student, and whatever the
value of student is, it will find that in the list, return the index at that point, and then I can use
that to go in and get the grade in the course and return something out."
Lecture6_Chunk89,"that to go in and get the grade in the course and return something out.
Simple way to do it but a little ugly, right, because among other things, I've got things stored in
different places in the list. I've got to think about if I'm going to add something to the list I've
got to put them in the same spot in the list. I've got to remember to always index using
integers which is what we know how to do with lists, at least so far. It would be nice if I had a"
Lecture6_Chunk90,"integers which is what we know how to do with lists, at least so far. It would be nice if I had a
better way to do it, and that's exactly what a dictionary is going to provide for me. So rather
than indexing on integers I'd like to index directly on the item of interest. I'd like to say where's
Ana's record and find that in one data structure. And so, whereas a list is indexed by integers,
and has elements associated with it, a dictionary is going to combine a key, or if you like, a"
Lecture6_Chunk91,"and has elements associated with it, a dictionary is going to combine a key, or if you like, a
name of some sort, with an actual value. And we're going to index just by the name or the
label as we go into it. So let me show you some examples.
First of all, to create a dictionary I use curly braces, open closed curly brace, so an empty
dictionary would be simply that call. If I want to create an actual dictionary, before I insert"
Lecture6_Chunk92,"dictionary would be simply that call. If I want to create an actual dictionary, before I insert
things into it, I use a little bit of a funky notation. It is a key or a label, a colon, and then a
value, in this case the string Ana and the string b, followed by a comma which separates it
from the next pairing of a key and a label, or a key and a value, and so on. So if I do this what
it does in my dictionary is it creates pairings of those labels with the values I associated with"
Lecture6_Chunk93,"it does in my dictionary is it creates pairings of those labels with the values I associated with
them. OK, these are pretty simple, but in fact, there's lots of nice things we can do with it.
So once we've got them indexing now is similar to a list but not done by a number, it's done by
value. So if that's my key, I can say, what's John's grade, notice the call, it's grades, which is in
my dictionary, open close square brackets, with the label John. And what it does, it goes in"
Lecture6_Chunk94,"my dictionary, open close square brackets, with the label John. And what it does, it goes in
and finds that in the dictionary, returns the value associated with it. If I ask for something not in
the dictionary, it's going to give me a key error. Other things we can do with dictionaries, we
can add entries just like we would do with lists. Grades as a dictionary, in open and closed
square brackets, I put in a new label and a value, and that adds that to the dictionary."
Lecture6_Chunk95,"square brackets, I put in a new label and a value, and that adds that to the dictionary.
I can test if something's in the dictionary by simply saying, is this label in grades, and it simply
checks all of the labels or the keys for the dictionary to see if it's there, and if it's not returns
false. I can remove entries, del, something we've seen before, a very generic thing. It will
delete something, and in this case, it says, in the dictionary grades, find the entry associated"
Lecture6_Chunk96,"delete something, and in this case, it says, in the dictionary grades, find the entry associated
with that key, sorry, Ana, you're about to be flushed, remove it. She's only getting a b in the
class and she teaches it. We've got to do something about this, right? So I can add things, I
can delete things, I can test if things are there.
Let me show you a couple of other things about dictionaries. I can ask for all of the keys in the"
Lecture6_Chunk97,"Let me show you a couple of other things about dictionaries. I can ask for all of the keys in the
dictionary. Notice the format, there is that dot notation, grades as a dictionary, it says, use the
keys method associated with this data structure dictionaries. Open close actually calls it, and it
gives me back a collection of all the keys in some arbitrary order. I'm going to use a funny
term here which I'm not certain we've seen so far. It returns something we call an iterable, it's"
Lecture6_Chunk98,"term here which I'm not certain we've seen so far. It returns something we call an iterable, it's
like range. Think of it as giving us back the equivalent of a list, it's not actually a list, but it's
something we can walk down. Which is exactly why I can then say, is something in a
dictionary, because it returns this set of keys, and I can test to see something's in there. I can
similarly get all of the values if I wanted to look at them, giving us out two iterables."
Lecture6_Chunk99,"similarly get all of the values if I wanted to look at them, giving us out two iterables.
Here are the key things to keep in mind about dictionaries. The values can be anything, any
type, mutable, immutable. They could be duplicates. That'd actually makes sense, I could
have the same value associated, for example, the same grade associated with different
people, that's perfectly fine. The values could be lists, they could be other data structures, they"
Lecture6_Chunk100,"people, that's perfectly fine. The values could be lists, they could be other data structures, they
could even be other dictionaries. They can be anything, which is great.
The keys, the first part of it are a little more structure. They need to be unique. Well duh, that
make sense. If I have that same key in two places in the dictionary, when I go to look it up,
how am I going to know which one I want? So it needs to be unique, and they also need to be"
Lecture6_Chunk101,"how am I going to know which one I want? So it needs to be unique, and they also need to be
immutable, which also makes sense. If I'm storing something in a key in the dictionary, and I
can go and change the value of the key, how am I going to remember what I was looking for?
So they can only be things like ints, floats, strings, tuples, Booleans. I don't recommend using
floats because you need to make sure it's exactly the same float and that's sometimes a little"
Lecture6_Chunk102,"floats because you need to make sure it's exactly the same float and that's sometimes a little
bit challenging, but nonetheless, you can have any immutable type as your key. And notice
that there's no order to the keys or the values. They are simply stored arbitrarily by the Python
as it puts them in.
So if I compare these two, lists or ordered sequences indexed by integers, I look them up by
integer index, and the indices have to have an order as a consequence. Dictionaries are this"
Lecture6_Chunk103,"integer index, and the indices have to have an order as a consequence. Dictionaries are this
nice generalization, arbitrarily match keys to values. I simply look up one item by looking up
things under the appropriate key. All I require is that the keys have to be immutable.
OK, I want to do two last things I've got seven minutes to go here. I want to show you an
example of using dictionaries, and I'm going to do this with a little bit more interesting, I hope,"
Lecture6_Chunk104,"example of using dictionaries, and I'm going to do this with a little bit more interesting, I hope,
example. I want to analyze song lyrics. Now I'm going to show you, you can already tell the
difference between my age and Ana's age. She used Taylor Swift and Justin Bieber. I'm going
to use The Beatles. That's more my generation. Most of you have never heard of The Beatles
unless you watched 
Shining
 
Time
 
Station
 where you saw Ringo Starr, right?"
Lecture6_Chunk105,"unless you watched 
Shining
 
Time
 
Station
 where you saw Ringo Starr, right?
OK, what I'm going to do is, I want to write a little set of procedures that record the frequencies
of words in a song lyric. So I'm going to match strings, or words, to integers. How many times
did that word appear in the song lyric? And then I want to ask, can I easily figure out which
words occur most often, and how many times. Then I'm going to gather them together to see"
Lecture6_Chunk106,"words occur most often, and how many times. Then I'm going to gather them together to see
what are the most common words in here. And I'm going to do that where I'm going to let a
user say, I want every word that appears more than some number of times. It's a simple
example, but I want you to see how a mutation of the dictionary gives you a really powerful
tool for solving this problem.
So let's write the code to do that. It's also in the handout, here we go. Lyrics to frequency's,"
Lecture6_Chunk107,"So let's write the code to do that. It's also in the handout, here we go. Lyrics to frequency's,
lyrics is just a list of words, strings. So I'm going to set up an empty dictionary, there's that
open close curly brace, and here's what I want to do. I'm going to walk through all the words in
lyrics. You've seen this before, this is looping over every word in lyrics. Ah, notice what I'm
going to do. I'm going to simply say-- so the first part is, I can easily iterate over the list, --but"
Lecture6_Chunk108,"now I'm going to say, if the word is in the dictionary, and because the dictionary is iterable, it's
simply going to give me back all of the keys, it's simply going to say, in this case, if it's in the
dictionary, it's already there, I've got some value associated with it, get the value out, add 1 to
it, put it back in. If it's not already in the dictionary, this is the first time I've seen it, just store it
into the dictionary. And when I'm done just return the dictionary. OK?"
Lecture6_Chunk109,"into the dictionary. And when I'm done just return the dictionary. OK?
So I'm going to, if I can do this right with my Python, show you an example of this. I have put in
one of the great classic Beatles songs, you might recognize it right there. Mostly because it's
got a whole lot of repetitions of things. So she loves you yeah, yeah, yeah, yeah. Sorry,
actually they sing it better than I just did it sarcastically. Sorry about that, but I got she loves"
Lecture6_Chunk110,"actually they sing it better than I just did it sarcastically. Sorry about that, but I got she loves
you there, and here's my code up here, lyrics to frequency. So let's see what happens if we
call it. And we say lyrics to frequencies she loves you. And it would help if I can type, all right,
we'll try it one more time, lyrics to frequency's, she loves you. Cool, this gave me back a
dictionary, you can see the curly braces, and there are all the words that appear in there and"
Lecture6_Chunk111,"dictionary, you can see the curly braces, and there are all the words that appear in there and
the number of times that they appear.
What's the order? You don't care. You don't know. What we want to do is to think about how
can we analyze this, so let's go back and look at the last piece of this. Which is, OK, I can
convert lyrics to frequencies. So here's the next thing I want to do, how do I find the most
common words? Well, here's what I'm going to do, frequencies is the dictionary, something"
Lecture6_Chunk112,"common words? Well, here's what I'm going to do, frequencies is the dictionary, something
that I just pulled out. So I can use the values method on it which returns and iterable, as I said
earlier, again notice the open close because I got to call it.
That gives me back an iterable that has all of the frequencies inside of there, because it's an
iterable, I can use max on it, and it will take that editable and give me back the biggest value."
Lecture6_Chunk113,"iterable, I can use max on it, and it will take that editable and give me back the biggest value.
I'm going to call that best, I'm going to set up words to be an empty list, and then I'm just going
to walk through all of the entries in the dictionary saying, if the value at that entry is equal to
best add that entry into words, just append it onto the end of the list. And when I'm done all of
that loop, I'm just going to return a tuple of both the collections of words that period that many"
Lecture6_Chunk114,"that loop, I'm just going to return a tuple of both the collections of words that period that many
times and how often they appeared. I'm going to show you an example in a second, but notice
I'm simply using the properties of the dictionary.
The last thing I want to do then is say, I want to see how often the words appear. So I'm going
to give it a dictionary and a minimum number of times. And here I'm going to set result up to"
Lecture6_Chunk115,"to give it a dictionary and a minimum number of times. And here I'm going to set result up to
be an empty list, I'm going to create a flag called false, it's going to keep track of when I'm
done. And as long as I'm not yet done, I'll call that previous procedure that's going to give me
back the most common words and how often they appeared. I check and remember it was a
tuple, how often do they appear, if it's bigger than the thing I'm looking for, I'll add that into my
result."
Lecture6_Chunk116,"result.
And then the best part is, I'm now going to walk through all the words that appeared that many
times, and just delete them from the dictionary. I can mutate the dictionary. And by doing that,
I can go back around and do this again, and it will pull out how many times has this appeared
and keep doing it. When I can go all the way through that, if I can't find any more, I'll set the
flag to true which means it will drop out of here and return the result. I'm going to let you run"
Lecture6_Chunk117,"flag to true which means it will drop out of here and return the result. I'm going to let you run
this yourself, if you do that, you'll find that it comes up with, not surprisingly, I think yeah is the
most common one and she loves you, followed by loves and a few others. What I want you to
see here is how the dictionary captured the pieces we wanted to.
Very last one, there's Fibonacci, as we called it before. It's actually incredibly inefficient,"
Lecture6_Chunk118,"Very last one, there's Fibonacci, as we called it before. It's actually incredibly inefficient,
because if I call it, I have to do all the sub calls until I get down to the base case, which is OK.
But notice, every other thing I do here, I've actually computed those values. I'm wasting
measures, or wasting time, it's not so bad with fib of 5, but if this is fib of 20, almost everything
on the right hand side of this tree I've already computed once. That means fibs very inefficient."
Lecture6_Chunk119,"on the right hand side of this tree I've already computed once. That means fibs very inefficient.
I can improve it by using a dictionary, very handy tool. I'm going to call fib not only with a value
of n, but a dictionary which initially I'm going to initialized to the base cases. And notice what I
do, I'm going to say if I've already computed this, just return the value in the dictionary. If I
haven't, go ahead and do the computation, store it in the dictionary at that point, and return"
Lecture6_Chunk120,"haven't, go ahead and do the computation, store it in the dictionary at that point, and return
the answer.
Different way of thinking about it, and the reason this is really nice is a method called
memoization, is if I call fib of 34 the standard way it takes 11 million plus recursive calls to get
the answer out. It takes a long time. I've given you some code for it, you can try it and see how
long it takes. Using the dictionary to keep track of intermediate values, 65 calls. And if you try"
Lecture6_Chunk121,"long it takes. Using the dictionary to keep track of intermediate values, 65 calls. And if you try
it, you'll see the difference in speed as you run this. So dictionaries are valuable, not only for
just storing away data, they're valuable on procedure calls when those intermediate values are
not going to change. What you're going to see as we go along is we're going to use exactly
these ideas, using dictionaries to capture information, but especially using recursion to break"
Lecture6_Chunk122,"these ideas, using dictionaries to capture information, but especially using recursion to break
bigger problems down into smaller versions of the same problem, to use that as a tool for
solving what turn out to be really complex things. And with that, we'll see you next time."
Lecture7_Chunk1,"MITOCW | watch?v=9H6muyZjms0
The following content is provided under a Creative Commons license. Your support will help
MIT OpenCourseWare continue to offer high quality educational resources for free. To make a
donation, or view additional materials from hundreds of MIT courses, visit MIT
OpenCourseWare at ocw.mit.edu
PROFESSOR:
All right, everyone. Good afternoon. Let's get started. So today's lecture will be on testing,"
Lecture7_Chunk2,"All right, everyone. Good afternoon. Let's get started. So today's lecture will be on testing,
debugging, and then exceptions and assertions. So before we begin, let's start with an
analogy to sort of come back to real life for a second.
So I've made soup before. Perhaps you've made soup before. Let's say you're making soup in
this big pot here. And it turns out that bugs keep falling into your soup from the ceiling. All"
Lecture7_Chunk3,"this big pot here. And it turns out that bugs keep falling into your soup from the ceiling. All
right. Quick question to the audience. What do you do if you encountered this issue?
AUDIENCE:
[INTERPOSING VOICES]
PROFESSOR:
All right. Hands up. One one at a time. Anyone have any idea? Yeah.
AUDIENCE:
Eat it.
PROFESSOR:
Eat it. You want to eat it Anyway OK. All right. We're going for an analogy here with computer
programming. I don't know what you'd do if you have a buggy program, I guess you just"
Lecture7_Chunk4,"programming. I don't know what you'd do if you have a buggy program, I guess you just
release it to the customer and they'd complain, but. OK. What else? Yeah.
AUDIENCE:
[INAUDIBLE] Cover the soup?
PROFESSOR:
Cover the soup. That's a good suggestion. Yeah. So you can cover the soup, so put a lid on it.
Sometimes you'd have to open up, take the lid off, right, to check to make sure it's done. To
taste it, add things. So bugs might fall in in between there. But covering the soup is a good"
Lecture7_Chunk5,"taste it, add things. So bugs might fall in in between there. But covering the soup is a good
idea. What else. Yeah.
AUDIENCE:
Debug it.
PROFESSOR:
Debug it. I wish I had something for that answer. All right. That's a good answer. Yeah.
AUDIENCE:
Take all the food out of your house so there's no-- nothing for the bugs to eat.
PROFESSOR:
So take all the food out of your house so there's nothing for the bugs to eat. That's sort of the"
Lecture7_Chunk6,"So take all the food out of your house so there's nothing for the bugs to eat. That's sort of the
equivalent of cleaning, like doing a mass cleaning of your entire house. That's a good, that's a
good one. That's sort of eliminating the source of the bugs, right? What else? Yeah, John.
AUDIENCE:
Decide it's high protein and declare it a feature.
PROFESSOR:
Decide it's high protein and declare it a feature. That's probably what a lot of people would do,"
Lecture7_Chunk7,"Decide it's high protein and declare it a feature. That's probably what a lot of people would do,
right? All right. Cool. So I wish computer debugging was as fun as taking bugs out of your
soup. So what did we decide? Well we could check the soup for bugs. Keep the lid closed, that
was a good suggestion. And cleaning your kitchen, which someone suggested. The equivalent
of cleaning their kitchen was to just throw out all the food. I would take a mop and clean the"
Lecture7_Chunk8,"of cleaning their kitchen was to just throw out all the food. I would take a mop and clean the
floor, but yeah, that works too. So we can draw some parallels for this analogy with computer
programming.
So checking the soup is really equivalent to testing, right? You have a soup you think has bugs
in it. Test it. Make sure there's no bugs. Continue on. Keeping the lid closed. It's sort of this
idea of defensive programming. So make sure that bugs don't fall in in the first place."
Lecture7_Chunk9,"idea of defensive programming. So make sure that bugs don't fall in in the first place.
Sometimes you have to open the lid to make sure that the soup is tastes good or whatever. So
that's equivalent to defensive programming. So try not to have bugs in the first place, but they
might show up anyway. Cleaning the kitchen is eliminating the source of the bugs in the first
place. This is actually really hard to do in programming. But you can still try to do it. OK."
Lecture7_Chunk10,"place. This is actually really hard to do in programming. But you can still try to do it. OK.
So let's talk a little bit about programming so far in 60001 600. So you expect, really, that you
write a program, you maybe do a little debugging, and you run the program and it's perfect.
Right? You just nailed it. But in reality you write this really complex piece of code and you go to
run it and it crashes. Right? It's happened to me many times. It's happened to you many"
Lecture7_Chunk11,"run it and it crashes. Right? It's happened to me many times. It's happened to you many
times. That's the reality. OK. So today's lecture will go over some tips and tricks and
debugging and how you can help make your life easier when you're writing programs so you
don't end up like this little girl here. Disappointed beyond belief. All right.
So at the heart of it all is really starting with a defensive programming attitude. OK. And this"
Lecture7_Chunk12,"So at the heart of it all is really starting with a defensive programming attitude. OK. And this
comes back to the idea of decomposition and abstraction that we talked about when we
started-- when we did the lecture on functions. Right? So try to start out with two modularize
your code, right? If you write your code in different blocks, documenting each different block,
you're more likely to understand what's happening in your code later on and you'll be able to"
Lecture7_Chunk13,"you're more likely to understand what's happening in your code later on and you'll be able to
test it and debug it a lot easier.
Speaking of testing and debugging, once you've written a program that's modular, you still
have to test it. And the process of testing is really just coming up with inputs. Figuring out what
outputs you expect. And then running your program. Does the output that the program give"
Lecture7_Chunk14,"outputs you expect. And then running your program. Does the output that the program give
match what you expected? If it does, great, you're done. But if it doesn't, you have to go to this
debugging step. And the debugging step is the hardest part. And it's really just figuring out why
the program crashed, or why the program didn't give you the answer that you expected it to
give.
So as I mentioned, the most important thing is to do defensive programming and to that end,"
Lecture7_Chunk15,"give.
So as I mentioned, the most important thing is to do defensive programming and to that end,
you want to set yourself up for easy testing and debugging. Which really comes down to
making sure that the code you write is modular. So write as many functions as you can.
Document what the functions do. Document their constraints. And it'll make your life a little bit
easier later on when you have to debug it."
Lecture7_Chunk16,"easier later on when you have to debug it.
When do you want to start testing? Well first you have to make sure your program runs. So
eliminate syntax errors and static semantic errors which, by the way, Python can easily catch
for you. Once you've ensured that a piece of code runs, then you want to come up with some
test cases. So this is pairs of input and output for what you expect the program to do.
Once you have your test cases and a piece of code that runs, you can start doing tests. So"
Lecture7_Chunk17,"Once you have your test cases and a piece of code that runs, you can start doing tests. So
there's three general classes of tests that you can do. The first is called unit testing. And if
you've written functions, unit testings-- testing just makes sure that, for example, each function
runs according to the specifications. So you do this multiple times. As you're testing each
function, you might find a bug. At that point, you do regression testing. Come up with a test"
Lecture7_Chunk18,"function, you might find a bug. At that point, you do regression testing. Come up with a test
case that found that bug. And run all of the different pieces of your code again to make sure
that when you fix the bug, you don't re-introduce new bugs into pieces of the code that had
already run.
So you do this a bunch of times. You do a little bit of unit testing, a little bit of regression
testing, and keep doing that. At some point, you're ready to do integration testing. Which"
Lecture7_Chunk19,"testing, and keep doing that. At some point, you're ready to do integration testing. Which
means, test your program as a whole. Does the overall program work? So this is the part
where you take all of the individual pieces, put them together. And integration testing tests to
make sure that the interactions between all of the different pieces works as expected. If it
does, great, you're done. But if it doesn't, then you'll have to go back to unit testing, and"
Lecture7_Chunk20,"does, great, you're done. But if it doesn't, then you'll have to go back to unit testing, and
regression testing, and so on. So it's really a cycle of testing.
So what are some testing approaches? The first, and this is probably most common with
programs that involve numbers, is figuring out some natural boundaries for the numbers-- for
the program, sorry. So for example, if I have a function is_bigger, and it compares if x is bigger"
Lecture7_Chunk21,"the program, sorry. So for example, if I have a function is_bigger, and it compares if x is bigger
than y, then some natural boundary, given the specification, is if x is less than y, x is greater
than y, x is equal to y. Maybe throw in less than or equal to or greater or equal to, and so on.
So that's just sort of an intuition about the problem. It's possible you have some problems for
which there are no natural partitions. In which case, you might do some random testing, and"
Lecture7_Chunk22,"which there are no natural partitions. In which case, you might do some random testing, and
then the more random testing you do, the greater the likelihood that your program is correct.
But there's actually two more rigorous ways to do testing. And one is black box testing and the
other one is glass box testing.
In black box testing, you're assuming you have the specifications to a function. So that's the"
Lecture7_Chunk23,"In black box testing, you're assuming you have the specifications to a function. So that's the
docstring. All you're looking at is the docstring and coming up with some test cases based on
that. In glass box testing, you have the code itself and you're trying to come up with some test
cases that hit upon all of the possible paths through the code.
All right. Let's look at an example for black box testing. I'm finding the square root of x to some"
Lecture7_Chunk24,"All right. Let's look at an example for black box testing. I'm finding the square root of x to some
close enough value given by this epsilon. And the idea here, notice I don't actually give you
how this function's implemented. The idea is that you're just figuring out test cases based on
the specification. And the great thing about black box testing is that whoever implements this
function can implement it in whatever way they wish, they can use approximation method, that"
Lecture7_Chunk25,"function can implement it in whatever way they wish, they can use approximation method, that
can use bisection method, it doesn't matter. The test cases that you come up with for this
function are going to be exactly the same. Right? No matter what the implementation.
So for this particular function, here's a sample set. We check the boundary, we check perfect
squares, we can check some number that's less than 1, we can check maybe irrationals, and"
Lecture7_Chunk26,"squares, we can check some number that's less than 1, we can check maybe irrationals, and
then you do extreme tests. So when either epsilon is really large or epsilon is really small, or x
is really large or x is really small, and all the possible combinations of those. So the important
thing about black box testing is that you are doing you are creating the test cases based on
the specifications only."
Lecture7_Chunk27,"the specifications only.
Glass box testing, you're using the code itself to guide your test cases. So if you have a piece
of code and you come up with a test case that goes through every single possible combination
of input-- of every single possible path through the code, then that test set is called path
complete. The problem with this is when you encounter loops, for example. Every single
possible path through a loop is maybe the code not going through the loop at all, going"
Lecture7_Chunk28,"possible path through a loop is maybe the code not going through the loop at all, going
through once, going through twice, going through three times, four times, five times, and so
on. Right? Which could be a very, very big test.
So instead there are actually some guidelines for when you're dealing with loops and things
like that. So for branches, when you're doing glass box testing, it's important-- you should just"
Lecture7_Chunk29,"like that. So for branches, when you're doing glass box testing, it's important-- you should just
exercise all of the parts of the conditional. So make sure you have a test case that goes
through each part of the conditional. For for loops, make sure you have a test case where the
loop is not entered at all, where the loop is entered one time, and when the loop is entered just
some number more than once."
Lecture7_Chunk30,"some number more than once.
For while loops, similar to for loops, except that make sure you have test cases that cover all
of the possible ways to break out of the while loop. So if the while loop condition becomes
false, or if maybe there's a break inside the while loop, and so on.
So in this example, we have the absolute value of x. This is its specification and this is the
implementation that someone decided to do for this function. So a path complete test set"
Lecture7_Chunk31,"implementation that someone decided to do for this function. So a path complete test set
means that you want to have a test that goes through each one of these branches. So if x is
less than minus 1, well, minus 2 is less than minus 1. So that's good. And otherwise, which
means pick a number greater than minus 1. So 2. So 2 and minus 2 are path complete. Yield
path complete-- yields a path complete test suite."
Lecture7_Chunk32,"path complete-- yields a path complete test suite.
But notice that while we've hit upon every possible path through this code, we've actually
missed a test case. Minus 1. So this code incorrectly classifies minus 1 as returning minus 1,
which is wrong. So for glass box testing, in addition to making sure you're going through all the
possible paths through the code, you also want to make sure you hit upon any boundary
condition. So in this case, for branches, minus 1 is a boundary condition."
Lecture7_Chunk33,"condition. So in this case, for branches, minus 1 is a boundary condition.
So you've created a test suite, you've tested your program, chances are you found a bug.
What do you do now?
All right. Quick sort of detour into a little bit of history. The history of debugging. So 1947, this
computer was built. And it was a computer that was very impressive for its day. It could do
things like addition in 0.1 seconds. Things like multiplication in 0.7 seconds. And take the log of"
Lecture7_Chunk34,"things like addition in 0.1 seconds. Things like multiplication in 0.7 seconds. And take the log of
something in five seconds. So faster than a human, possibly. But pretty slow for today's
standards. And a group of engineers were working on running a program that found-- that was
supposed to find the trigonometric function. And among them being this-- one of the first
female scientists, Grace Hopper.
And they found that their program was not working correctly. So they went through all of the"
Lecture7_Chunk35,"And they found that their program was not working correctly. So they went through all of the
panels and all of the relays in the computer, and they isolated a program in panel F relay 70,
where they found this moth. Just sitting in there. I think it was dead, probably electrocuted. But
it was a moth that was impeding the calculation. And I don't know if you can read this, but this
part right here. They made a note in their logbook that says, first actual case of bug being"
Lecture7_Chunk36,"part right here. They made a note in their logbook that says, first actual case of bug being
found. Which I think is really cute. So they were literally doing debugging in this computer.
Right. All right.
So you won't be doing that sort of debugging. You'll be doing a virtual kind of debugging in
your programs. Which, again, is not that fun. But you still have to do it. So debugging, as you
might have noticed so far in your problem sets, has a bit of a steep learning curve. And"
Lecture7_Chunk37,"might have noticed so far in your problem sets, has a bit of a steep learning curve. And
obviously your goal is to have a bug free program, and in order to achieve that, you have to do
the debugging.
There are some tools which some of you have been using. There are some tools built into
Anaconda, or whatever ID you've been using to do debugging. I know some of you have been
using the Python tutor, which is awesome. The print statement can also be a good debugging"
Lecture7_Chunk38,"using the Python tutor, which is awesome. The print statement can also be a good debugging
tool. But over above everything else, it's really important to just be systematic as you're trying
to debug your program.
I want to talk a little bit about print statements and how you can use them to debug, because I
think-- Python tutor, if you don't have the internet, you might not be able to use it. If you don't
know how to use the debugger, you don't need to learn. But print statements, you'll always"
Lecture7_Chunk39,"know how to use the debugger, you don't need to learn. But print statements, you'll always
have them, and you can always put them in your program. And they're really good ways to test
hypotheses.
So good places to put print statements are inside functions. Inside loops, for example, what
are the loop parameters, what are the loop values, what function-- what functions return what
values. So you can make sure that values are being passed-- the correct values are being"
Lecture7_Chunk40,"values. So you can make sure that values are being passed-- the correct values are being
passed between parts of your code. I will mention that you can use the bisection method when
you're debugging. Which is interesting.
So if you take a print statement, find approximately the halfway point in your code. Print out
what values you-- print out some relevant values. All of the possible-- print out some values at"
Lecture7_Chunk41,"what values you-- print out some relevant values. All of the possible-- print out some values at
that point in your code. If everything is as you expect it to be at that point in your code, then
you're good. That means the code so far is bug free. That means that-- however, that means
you're good. That means the code so far is bug free. That means that-- however, that means
that the code beyond it has a bug, right?"
Lecture7_Chunk42,"that the code beyond it has a bug, right?
So since you've put a print statement halfway in your code and you think that gave good
results, then put a print statement 3/4 of the way in the code. And see if the values are as you
expect at that point. And if they are, great. Then put a print statement further down. So in this
way you could use the bisection method to pinpoint a line, or a set of lines, or maybe a
function that that's giving you the bad results."
Lecture7_Chunk43,"function that that's giving you the bad results.
So the general debugging steps is to study the program code. Don't ask what is wrong,
because that's actually part of the testing. So your test cases would have figured out what's
wrong. The debugging process is figuring out how the result took place. And since
programming is-- programming and debugging is, sort of, is a science, you can use the
scientific method as well. So look at all the data, that's your test cases. Figure out a"
